,latin_name,english_name,edibility,filename,mushroomworld_url,image_url
4,Lactarius turpis,Ugly Milkcap,Inedible,Lactariusturpis5.JPG,http://www.mushroom.world/show?n=Lactarius-turpis,http://www.mushroom.world/data/fungi/Lactariusturpis5.JPG
5,Lactarius turpis,Ugly Milkcap,Inedible,Lactariusturpis6.JPG,http://www.mushroom.world/show?n=Lactarius-turpis,http://www.mushroom.world/data/fungi/Lactariusturpis6.JPG
0,Lactarius volemus,Luscious Lactarius,Edible and good,Lactariusvolemus1.JPG,http://www.mushroom.world/show?n=Lactarius-volemus,http://www.mushroom.world/data/fungi/Lactariusvolemus1.JPG
1,Lactarius volemus,Luscious Lactarius,Edible and good,Lactariusvolemus2.jpg,http://www.mushroom.world/show?n=Lactarius-volemus,http://www.mushroom.world/data/fungi/Lactariusvolemus2.jpg
2,Lactarius volemus,Luscious Lactarius,Edible and good,Lactariusvolemus3.jpg,http://www.mushroom.world/show?n=Lactarius-volemus,http://www.mushroom.world/data/fungi/Lactariusvolemus3.jpg
0,Laetiporus sulphureus,Chicken of the Woods,Edible,Laetiporussulphureus1.jpg,http://www.mushroom.world/show?n=Laetiporus-sulphureus,http://www.mushroom.world/data/fungi/Laetiporussulphureus1.jpg
1,Laetiporus sulphureus,Chicken of the Woods,Edible,Laetiporussulphureus2.jpg,http://www.mushroom.world/show?n=Laetiporus-sulphureus,http://www.mushroom.world/data/fungi/Laetiporussulphureus2.jpg
2,Laetiporus sulphureus,Chicken of the Woods,Edible,Laetiporussulphureus3.JPG,http://www.mushroom.world/show?n=Laetiporus-sulphureus,http://www.mushroom.world/data/fungi/Laetiporussulphureus3.JPG
3,Laetiporus sulphureus,Chicken of the Woods,Edible,Laetiporussulphureus4.JPG,http://www.mushroom.world/show?n=Laetiporus-sulphureus,http://www.mushroom.world/data/fungi/Laetiporussulphureus4.JPG
0,Leccinum aurantiacum,Orange Oak Bolete,Edible,Leccinumaurantiacum1.JPG,http://www.mushroom.world/show?n=Leccinum-aurantiacum,http://www.mushroom.world/data/fungi/Leccinumaurantiacum1.JPG
1,Leccinum aurantiacum,Orange Oak Bolete,Edible,Leccinumaurantiacum2.JPG,http://www.mushroom.world/show?n=Leccinum-aurantiacum,http://www.mushroom.world/data/fungi/Leccinumaurantiacum2.JPG
2,Leccinum aurantiacum,Orange Oak Bolete,Edible,Leccinumaurantiacum3.JPG,http://www.mushroom.world/show?n=Leccinum-aurantiacum,http://www.mushroom.world/data/fungi/Leccinumaurantiacum3.JPG
3,Leccinum aurantiacum,Orange Oak Bolete,Edible,Leccinumaurantiacum4.JPG,http://www.mushroom.world/show?n=Leccinum-aurantiacum,http://www.mushroom.world/data/fungi/Leccinumaurantiacum4.JPG
0,Leccinum scabrum,Brown Birch Bolete,Edible,Leccinumscabrum1.JPG,http://www.mushroom.world/show?n=Leccinum-scabrum,http://www.mushroom.world/data/fungi/Leccinumscabrum1.JPG
1,Leccinum scabrum,Brown Birch Bolete,Edible,Leccinumscabrum2.JPG,http://www.mushroom.world/show?n=Leccinum-scabrum,http://www.mushroom.world/data/fungi/Leccinumscabrum2.JPG
2,Leccinum scabrum,Brown Birch Bolete,Edible,Leccinumscabrum3.JPG,http://www.mushroom.world/show?n=Leccinum-scabrum,http://www.mushroom.world/data/fungi/Leccinumscabrum3.JPG
3,Leccinum scabrum,Brown Birch Bolete,Edible,Leccinumscabrum4.JPG,http://www.mushroom.world/show?n=Leccinum-scabrum,http://www.mushroom.world/data/fungi/Leccinumscabrum4.JPG
4,Leccinum scabrum,Brown Birch Bolete,Edible,Leccinumscabrum5.JPG,http://www.mushroom.world/show?n=Leccinum-scabrum,http://www.mushroom.world/data/fungi/Leccinumscabrum5.JPG
5,Leccinum scabrum,Brown Birch Bolete,Edible,Leccinumscabrum6.JPG,http://www.mushroom.world/show?n=Leccinum-scabrum,http://www.mushroom.world/data/fungi/Leccinumscabrum6.JPG
0,Leccinum versipelle,Orange Birch Bolete,Edible,Leccinumversipelle1.JPG,http://www.mushroom.world/show?n=Leccinum-versipelle,http://www.mushroom.world/data/fungi/Leccinumversipelle1.JPG
1,Leccinum versipelle,Orange Birch Bolete,Edible,Leccinumversipelle2.JPG,http://www.mushroom.world/show?n=Leccinum-versipelle,http://www.mushroom.world/data/fungi/Leccinumversipelle2.JPG
2,Leccinum versipelle,Orange Birch Bolete,Edible,Leccinumversipelle3.JPG,http://www.mushroom.world/show?n=Leccinum-versipelle,http://www.mushroom.world/data/fungi/Leccinumversipelle3.JPG
3,Leccinum versipelle,Orange Birch Bolete,Edible,Leccinumversipelle4.JPG,http://www.mushroom.world/show?n=Leccinum-versipelle,http://www.mushroom.world/data/fungi/Leccinumversipelle4.JPG
4,Leccinum versipelle,Orange Birch Bolete,Edible,Leccinumversipelle5.JPG,http://www.mushroom.world/show?n=Leccinum-versipelle,http://www.mushroom.world/data/fungi/Leccinumversipelle5.JPG
0,Lepista nuda,Wood Blewit,Edible,Lepistanuda1.JPG,http://www.mushroom.world/show?n=Lepista-nuda,http://www.mushroom.world/data/fungi/Lepistanuda1.JPG
1,Lepista nuda,Wood Blewit,Edible,Lepistanuda2.JPG,http://www.mushroom.world/show?n=Lepista-nuda,http://www.mushroom.world/data/fungi/Lepistanuda2.JPG
2,Lepista nuda,Wood Blewit,Edible,Lepistanuda3.JPG,http://www.mushroom.world/show?n=Lepista-nuda,http://www.mushroom.world/data/fungi/Lepistanuda3.JPG
3,Lepista nuda,Wood Blewit,Edible,Lepistanuda4.JPG,http://www.mushroom.world/show?n=Lepista-nuda,http://www.mushroom.world/data/fungi/Lepistanuda4.JPG
4,Lepista nuda,Wood Blewit,Edible,Lepistanuda5.JPG,http://www.mushroom.world/show?n=Lepista-nuda,http://www.mushroom.world/data/fungi/Lepistanuda5.JPG
0,Lycoperdon excipuliforme,Pistle-shaped Puffball,Edible,Lycoperdonexcipuliforme1.JPG,http://www.mushroom.world/show?n=Lycoperdon-excipuliforme,http://www.mushroom.world/data/fungi/Lycoperdonexcipuliforme1.JPG
1,Lycoperdon excipuliforme,Pistle-shaped Puffball,Edible,Lycoperdonexcipuliforme2.JPG,http://www.mushroom.world/show?n=Lycoperdon-excipuliforme,http://www.mushroom.world/data/fungi/Lycoperdonexcipuliforme2.JPG
2,Lycoperdon excipuliforme,Pistle-shaped Puffball,Edible,Lycoperdonexcipuliforme3.JPG,http://www.mushroom.world/show?n=Lycoperdon-excipuliforme,http://www.mushroom.world/data/fungi/Lycoperdonexcipuliforme3.JPG
3,Lycoperdon excipuliforme,Pistle-shaped Puffball,Edible,Lycoperdonexcipuliforme4.JPG,http://www.mushroom.world/show?n=Lycoperdon-excipuliforme,http://www.mushroom.world/data/fungi/Lycoperdonexcipuliforme4.JPG
0,Lycoperdon nigrescens,Dusky Puffball,Inedible,Lycoperdonnigrescens1.JPG,http://www.mushroom.world/show?n=Lycoperdon-nigrescens,http://www.mushroom.world/data/fungi/Lycoperdonnigrescens1.JPG
1,Lycoperdon nigrescens,Dusky Puffball,Inedible,Lycoperdonnigrescens2.JPG,http://www.mushroom.world/show?n=Lycoperdon-nigrescens,http://www.mushroom.world/data/fungi/Lycoperdonnigrescens2.JPG
2,Lycoperdon nigrescens,Dusky Puffball,Inedible,Lycoperdonnigrescens3.JPG,http://www.mushroom.world/show?n=Lycoperdon-nigrescens,http://www.mushroom.world/data/fungi/Lycoperdonnigrescens3.JPG
3,Lycoperdon nigrescens,Dusky Puffball,Inedible,Lycoperdonnigrescens4.JPG,http://www.mushroom.world/show?n=Lycoperdon-nigrescens,http://www.mushroom.world/data/fungi/Lycoperdonnigrescens4.JPG
4,Lycoperdon nigrescens,Dusky Puffball,Inedible,Lycoperdonnigrescens5.JPG,http://www.mushroom.world/show?n=Lycoperdon-nigrescens,http://www.mushroom.world/data/fungi/Lycoperdonnigrescens5.JPG
0,Lycoperdon perlatum,Common Puffball,Edible,Lycoperdonperlatum1.JPG,http://www.mushroom.world/show?n=Lycoperdon-perlatum,http://www.mushroom.world/data/fungi/Lycoperdonperlatum1.JPG
1,Lycoperdon perlatum,Common Puffball,Edible,Lycoperdonperlatum2.JPG,http://www.mushroom.world/show?n=Lycoperdon-perlatum,http://www.mushroom.world/data/fungi/Lycoperdonperlatum2.JPG
2,Lycoperdon perlatum,Common Puffball,Edible,Lycoperdonperlatum3.JPG,http://www.mushroom.world/show?n=Lycoperdon-perlatum,http://www.mushroom.world/data/fungi/Lycoperdonperlatum3.JPG
3,Lycoperdon perlatum,Common Puffball,Edible,Lycoperdonperlatum4.JPG,http://www.mushroom.world/show?n=Lycoperdon-perlatum,http://www.mushroom.world/data/fungi/Lycoperdonperlatum4.JPG
4,Lycoperdon perlatum,Common Puffball,Edible,Lycoperdonperlatum5.JPG,http://www.mushroom.world/show?n=Lycoperdon-perlatum,http://www.mushroom.world/data/fungi/Lycoperdonperlatum5.JPG
0,Lycoperdon pyriforme,Stump Puffball,Edible,Lycoperdonpyriforme1.JPG,http://www.mushroom.world/show?n=Lycoperdon-pyriforme,http://www.mushroom.world/data/fungi/Lycoperdonpyriforme1.JPG
1,Lycoperdon pyriforme,Stump Puffball,Edible,Lycoperdonpyriforme2.JPG,http://www.mushroom.world/show?n=Lycoperdon-pyriforme,http://www.mushroom.world/data/fungi/Lycoperdonpyriforme2.JPG
2,Lycoperdon pyriforme,Stump Puffball,Edible,Lycoperdonpyriforme3.JPG,http://www.mushroom.world/show?n=Lycoperdon-pyriforme,http://www.mushroom.world/data/fungi/Lycoperdonpyriforme3.JPG
3,Lycoperdon pyriforme,Stump Puffball,Edible,Lycoperdonpyriforme4.JPG,http://www.mushroom.world/show?n=Lycoperdon-pyriforme,http://www.mushroom.world/data/fungi/Lycoperdonpyriforme4.JPG
0,Macrolepiota  rachodes,Shaggy Parasol Lepiota,Poisonous,Macrolepiotarachodes1.JPG,http://www.mushroom.world/show?n=Macrolepiota--rachodes,http://www.mushroom.world/data/fungi/Macrolepiotarachodes1.JPG
1,Macrolepiota  rachodes,Shaggy Parasol Lepiota,Poisonous,Macrolepiotarachodes2.JPG,http://www.mushroom.world/show?n=Macrolepiota--rachodes,http://www.mushroom.world/data/fungi/Macrolepiotarachodes2.JPG
2,Macrolepiota  rachodes,Shaggy Parasol Lepiota,Poisonous,Macrolepiotarachodes3.JPG,http://www.mushroom.world/show?n=Macrolepiota--rachodes,http://www.mushroom.world/data/fungi/Macrolepiotarachodes3.JPG
3,Macrolepiota  rachodes,Shaggy Parasol Lepiota,Poisonous,Macrolepiotarachodes4.JPG,http://www.mushroom.world/show?n=Macrolepiota--rachodes,http://www.mushroom.world/data/fungi/Macrolepiotarachodes4.JPG
0,Macrolepiota procera,Parasol Mushroom,Edible,Macrolepiotaprocera1.jpg,http://www.mushroom.world/show?n=Macrolepiota-procera,http://www.mushroom.world/data/fungi/Macrolepiotaprocera1.jpg
1,Macrolepiota procera,Parasol Mushroom,Edible,Macrolepiotaprocera2.JPG,http://www.mushroom.world/show?n=Macrolepiota-procera,http://www.mushroom.world/data/fungi/Macrolepiotaprocera2.JPG
2,Macrolepiota procera,Parasol Mushroom,Edible,Macrolepiotaprocera3.jpg,http://www.mushroom.world/show?n=Macrolepiota-procera,http://www.mushroom.world/data/fungi/Macrolepiotaprocera3.jpg
3,Macrolepiota procera,Parasol Mushroom,Edible,Macrolepiotaprocera4.jpg,http://www.mushroom.world/show?n=Macrolepiota-procera,http://www.mushroom.world/data/fungi/Macrolepiotaprocera4.jpg
4,Macrolepiota procera,Parasol Mushroom,Edible,Macrolepiotaprocera5.jpg,http://www.mushroom.world/show?n=Macrolepiota-procera,http://www.mushroom.world/data/fungi/Macrolepiotaprocera5.jpg
0,Marasmius oreades,Fairy Ring Marasmius,Edible and good,Marasmiusoreades1.JPG,http://www.mushroom.world/show?n=Marasmius-oreades,http://www.mushroom.world/data/fungi/Marasmiusoreades1.JPG
1,Marasmius oreades,Fairy Ring Marasmius,Edible and good,Marasmiusoreades2.JPG,http://www.mushroom.world/show?n=Marasmius-oreades,http://www.mushroom.world/data/fungi/Marasmiusoreades2.JPG
2,Marasmius oreades,Fairy Ring Marasmius,Edible and good,Marasmiusoreades3.JPG,http://www.mushroom.world/show?n=Marasmius-oreades,http://www.mushroom.world/data/fungi/Marasmiusoreades3.JPG
3,Marasmius oreades,Fairy Ring Marasmius,Edible and good,Marasmiusoreades4.JPG,http://www.mushroom.world/show?n=Marasmius-oreades,http://www.mushroom.world/data/fungi/Marasmiusoreades4.JPG
4,Marasmius oreades,Fairy Ring Marasmius,Edible and good,Marasmiusoreades5.JPG,http://www.mushroom.world/show?n=Marasmius-oreades,http://www.mushroom.world/data/fungi/Marasmiusoreades5.JPG
0,Megacollybia platyphylla,Broad-gilled Collybia,Inedible,Megacollybiaplatyphylla1.JPG,http://www.mushroom.world/show?n=Megacollybia-platyphylla,http://www.mushroom.world/data/fungi/Megacollybiaplatyphylla1.JPG
1,Megacollybia platyphylla,Broad-gilled Collybia,Inedible,Megacollybiaplatyphylla2.JPG,http://www.mushroom.world/show?n=Megacollybia-platyphylla,http://www.mushroom.world/data/fungi/Megacollybiaplatyphylla2.JPG
2,Megacollybia platyphylla,Broad-gilled Collybia,Inedible,Megacollybiaplatyphylla3.JPG,http://www.mushroom.world/show?n=Megacollybia-platyphylla,http://www.mushroom.world/data/fungi/Megacollybiaplatyphylla3.JPG
0,Melanoleuca cognata,Spring Cavalier,Edible,Melanoleucacognata1.JPG,http://www.mushroom.world/show?n=Melanoleuca-cognata,http://www.mushroom.world/data/fungi/Melanoleucacognata1.JPG
1,Melanoleuca cognata,Spring Cavalier,Edible,Melanoleucacognata2.JPG,http://www.mushroom.world/show?n=Melanoleuca-cognata,http://www.mushroom.world/data/fungi/Melanoleucacognata2.JPG
2,Melanoleuca cognata,Spring Cavalier,Edible,Melanoleucacognata3.JPG,http://www.mushroom.world/show?n=Melanoleuca-cognata,http://www.mushroom.world/data/fungi/Melanoleucacognata3.JPG
3,Melanoleuca cognata,Spring Cavalier,Edible,Melanoleucacognata4.JPG,http://www.mushroom.world/show?n=Melanoleuca-cognata,http://www.mushroom.world/data/fungi/Melanoleucacognata4.JPG
0,Morchella elata,Black Morel,Edible,Morchellaelata1.JPG,http://www.mushroom.world/show?n=Morchella-elata,http://www.mushroom.world/data/fungi/Morchellaelata1.JPG
1,Morchella elata,Black Morel,Edible,Morchellaelata2.JPG,http://www.mushroom.world/show?n=Morchella-elata,http://www.mushroom.world/data/fungi/Morchellaelata2.JPG
2,Morchella elata,Black Morel,Edible,Morchellaelata3.JPG,http://www.mushroom.world/show?n=Morchella-elata,http://www.mushroom.world/data/fungi/Morchellaelata3.JPG
3,Morchella elata,Black Morel,Edible,Morchellaelata4.jpg,http://www.mushroom.world/show?n=Morchella-elata,http://www.mushroom.world/data/fungi/Morchellaelata4.jpg
4,Morchella elata,Black Morel,Edible,Morchellaelata5.jpg,http://www.mushroom.world/show?n=Morchella-elata,http://www.mushroom.world/data/fungi/Morchellaelata5.jpg
0,Mycena galericulata,Common Tufted Mycena,Inedible,Mycenagalericulata1.JPG,http://www.mushroom.world/show?n=Mycena-galericulata,http://www.mushroom.world/data/fungi/Mycenagalericulata1.JPG
1,Mycena galericulata,Common Tufted Mycena,Inedible,Mycenagalericulata2.JPG,http://www.mushroom.world/show?n=Mycena-galericulata,http://www.mushroom.world/data/fungi/Mycenagalericulata2.JPG
2,Mycena galericulata,Common Tufted Mycena,Inedible,Mycenagalericulata3.JPG,http://www.mushroom.world/show?n=Mycena-galericulata,http://www.mushroom.world/data/fungi/Mycenagalericulata3.JPG
3,Mycena galericulata,Common Tufted Mycena,Inedible,Mycenagalericulata4.JPG,http://www.mushroom.world/show?n=Mycena-galericulata,http://www.mushroom.world/data/fungi/Mycenagalericulata4.JPG
0,Mycena pura,Poison Radish Ground Mycena,Poisonous,Mycenapura1.JPG,http://www.mushroom.world/show?n=Mycena-pura,http://www.mushroom.world/data/fungi/Mycenapura1.JPG
1,Mycena pura,Poison Radish Ground Mycena,Poisonous,Mycenapura2.JPG,http://www.mushroom.world/show?n=Mycena-pura,http://www.mushroom.world/data/fungi/Mycenapura2.JPG
2,Mycena pura,Poison Radish Ground Mycena,Poisonous,Mycenapura3.JPG,http://www.mushroom.world/show?n=Mycena-pura,http://www.mushroom.world/data/fungi/Mycenapura3.JPG
3,Mycena pura,Poison Radish Ground Mycena,Poisonous,Mycenapura4.JPG,http://www.mushroom.world/show?n=Mycena-pura,http://www.mushroom.world/data/fungi/Mycenapura4.JPG
0,Otidea onotica,Lemon-Peel Cup,Inedible,Otideaonotica1.jpg,http://www.mushroom.world/show?n=Otidea-onotica,http://www.mushroom.world/data/fungi/Otideaonotica1.jpg
1,Otidea onotica,Lemon-Peel Cup,Inedible,Otideaonotica2.jpg,http://www.mushroom.world/show?n=Otidea-onotica,http://www.mushroom.world/data/fungi/Otideaonotica2.jpg
0,Paxillus atrotomentosus,Velvet Rollrim,Inedible,Paxillusatrotomentosus1.JPG,http://www.mushroom.world/show?n=Paxillus-atrotomentosus,http://www.mushroom.world/data/fungi/Paxillusatrotomentosus1.JPG
1,Paxillus atrotomentosus,Velvet Rollrim,Inedible,Paxillusatrotomentosus2.JPG,http://www.mushroom.world/show?n=Paxillus-atrotomentosus,http://www.mushroom.world/data/fungi/Paxillusatrotomentosus2.JPG
2,Paxillus atrotomentosus,Velvet Rollrim,Inedible,Paxillusatrotomentosus3.JPG,http://www.mushroom.world/show?n=Paxillus-atrotomentosus,http://www.mushroom.world/data/fungi/Paxillusatrotomentosus3.JPG
3,Paxillus atrotomentosus,Velvet Rollrim,Inedible,Paxillusatrotomentosus4.JPG,http://www.mushroom.world/show?n=Paxillus-atrotomentosus,http://www.mushroom.world/data/fungi/Paxillusatrotomentosus4.JPG
4,Paxillus atrotomentosus,Velvet Rollrim,Inedible,Paxillusatrotomentosus5.JPG,http://www.mushroom.world/show?n=Paxillus-atrotomentosus,http://www.mushroom.world/data/fungi/Paxillusatrotomentosus5.JPG
0,Paxillus involutus,Poison Pax,Poisonous,Paxillusinvolutus1.JPG,http://www.mushroom.world/show?n=Paxillus-involutus,http://www.mushroom.world/data/fungi/Paxillusinvolutus1.JPG
1,Paxillus involutus,Poison Pax,Poisonous,Paxillusinvolutus2.JPG,http://www.mushroom.world/show?n=Paxillus-involutus,http://www.mushroom.world/data/fungi/Paxillusinvolutus2.JPG
2,Paxillus involutus,Poison Pax,Poisonous,Paxillusinvolutus3.JPG,http://www.mushroom.world/show?n=Paxillus-involutus,http://www.mushroom.world/data/fungi/Paxillusinvolutus3.JPG
3,Paxillus involutus,Poison Pax,Poisonous,Paxillusinvolutus4.JPG,http://www.mushroom.world/show?n=Paxillus-involutus,http://www.mushroom.world/data/fungi/Paxillusinvolutus4.JPG
4,Paxillus involutus,Poison Pax,Poisonous,Paxillusinvolutus5.JPG,http://www.mushroom.world/show?n=Paxillus-involutus,http://www.mushroom.world/data/fungi/Paxillusinvolutus5.JPG
0,"Phallus rubicundus
        

",N/A,Inedible,Phallusrubicundus1.jpg,http://www.mushroom.world/show?n=Phallus-rubicundus,http://www.mushroom.world/data/fungi/Phallusrubicundus1.jpg
1,"Phallus rubicundus
        

",N/A,Inedible,Phallusrubicundus2.jpg,http://www.mushroom.world/show?n=Phallus-rubicundus,http://www.mushroom.world/data/fungi/Phallusrubicundus2.jpg
0,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola1.JPG,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola1.JPG
1,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola2.JPG,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola2.JPG
2,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola3.JPG,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola3.JPG
3,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola4.JPG,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola4.JPG
4,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola5.JPG,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola5.JPG
5,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola6.JPG,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola6.JPG
6,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola7.jpg,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola7.jpg
7,Pholiota alnicola,Alder Scalycap,Inedible,Pholiotaalnicola8.jpg,http://www.mushroom.world/show?n=Pholiota-alnicola,http://www.mushroom.world/data/fungi/Pholiotaalnicola8.jpg
0,Pholiota aurivella,Golden Scalycap,Inedible,Pholiotaaurivella1.jpg,http://www.mushroom.world/show?n=Pholiota-aurivella,http://www.mushroom.world/data/fungi/Pholiotaaurivella1.jpg
1,Pholiota aurivella,Golden Scalycap,Inedible,Pholiotaaurivella2.jpg,http://www.mushroom.world/show?n=Pholiota-aurivella,http://www.mushroom.world/data/fungi/Pholiotaaurivella2.jpg
2,Pholiota aurivella,Golden Scalycap,Inedible,Pholiotaaurivella3.jpg,http://www.mushroom.world/show?n=Pholiota-aurivella,http://www.mushroom.world/data/fungi/Pholiotaaurivella3.jpg
3,Pholiota aurivella,Golden Scalycap,Inedible,Pholiotaaurivella4.jpg,http://www.mushroom.world/show?n=Pholiota-aurivella,http://www.mushroom.world/data/fungi/Pholiotaaurivella4.jpg
4,Pholiota aurivella,Golden Scalycap,Inedible,Pholiotaaurivella5.jpg,http://www.mushroom.world/show?n=Pholiota-aurivella,http://www.mushroom.world/data/fungi/Pholiotaaurivella5.jpg
0,Pholiota squarrosa,Dry Scaly Pholiota,Inedible,Pholiotasquarrosa1.JPG,http://www.mushroom.world/show?n=Pholiota-squarrosa,http://www.mushroom.world/data/fungi/Pholiotasquarrosa1.JPG
1,Pholiota squarrosa,Dry Scaly Pholiota,Inedible,Pholiotasquarrosa2.JPG,http://www.mushroom.world/show?n=Pholiota-squarrosa,http://www.mushroom.world/data/fungi/Pholiotasquarrosa2.JPG
2,Pholiota squarrosa,Dry Scaly Pholiota,Inedible,Pholiotasquarrosa3.JPG,http://www.mushroom.world/show?n=Pholiota-squarrosa,http://www.mushroom.world/data/fungi/Pholiotasquarrosa3.JPG
3,Pholiota squarrosa,Dry Scaly Pholiota,Inedible,Pholiotasquarrosa4.JPG,http://www.mushroom.world/show?n=Pholiota-squarrosa,http://www.mushroom.world/data/fungi/Pholiotasquarrosa4.JPG
4,Pholiota squarrosa,Dry Scaly Pholiota,Inedible,Pholiotasquarrosa5.JPG,http://www.mushroom.world/show?n=Pholiota-squarrosa,http://www.mushroom.world/data/fungi/Pholiotasquarrosa5.JPG
0,Polyporus ciliatus,Fringed Polypore,Inedible,Polyporusciliatus1.JPG,http://www.mushroom.world/show?n=Polyporus-ciliatus,http://www.mushroom.world/data/fungi/Polyporusciliatus1.JPG
1,Polyporus ciliatus,Fringed Polypore,Inedible,Polyporusciliatus2.JPG,http://www.mushroom.world/show?n=Polyporus-ciliatus,http://www.mushroom.world/data/fungi/Polyporusciliatus2.JPG
2,Polyporus ciliatus,Fringed Polypore,Inedible,Polyporusciliatus3.JPG,http://www.mushroom.world/show?n=Polyporus-ciliatus,http://www.mushroom.world/data/fungi/Polyporusciliatus3.JPG
3,Polyporus ciliatus,Fringed Polypore,Inedible,Polyporusciliatus4.JPG,http://www.mushroom.world/show?n=Polyporus-ciliatus,http://www.mushroom.world/data/fungi/Polyporusciliatus4.JPG
4,Polyporus ciliatus,Fringed Polypore,Inedible,Polyporusciliatus5.JPG,http://www.mushroom.world/show?n=Polyporus-ciliatus,http://www.mushroom.world/data/fungi/Polyporusciliatus5.JPG
0,Polyporus squamosus,Dryadâs Saddle,Edible,Polyporussquamosus1.JPG,http://www.mushroom.world/show?n=Polyporus-squamosus,http://www.mushroom.world/data/fungi/Polyporussquamosus1.JPG
1,Polyporus squamosus,Dryadâs Saddle,Edible,Polyporussquamosus2.JPG,http://www.mushroom.world/show?n=Polyporus-squamosus,http://www.mushroom.world/data/fungi/Polyporussquamosus2.JPG
2,Polyporus squamosus,Dryadâs Saddle,Edible,Polyporussquamosus3.jpg,http://www.mushroom.world/show?n=Polyporus-squamosus,http://www.mushroom.world/data/fungi/Polyporussquamosus3.jpg
0,Psathyrella candolleana,Common Park Psathyrella,Inedible,Psathyrellacandolleana1.JPG,http://www.mushroom.world/show?n=Psathyrella-candolleana,http://www.mushroom.world/data/fungi/Psathyrellacandolleana1.JPG
1,Psathyrella candolleana,Common Park Psathyrella,Inedible,Psathyrellacandolleana2.JPG,http://www.mushroom.world/show?n=Psathyrella-candolleana,http://www.mushroom.world/data/fungi/Psathyrellacandolleana2.JPG
2,Psathyrella candolleana,Common Park Psathyrella,Inedible,Psathyrellacandolleana3.JPG,http://www.mushroom.world/show?n=Psathyrella-candolleana,http://www.mushroom.world/data/fungi/Psathyrellacandolleana3.JPG
3,Psathyrella candolleana,Common Park Psathyrella,Inedible,Psathyrellacandolleana4.JPG,http://www.mushroom.world/show?n=Psathyrella-candolleana,http://www.mushroom.world/data/fungi/Psathyrellacandolleana4.JPG
4,Psathyrella candolleana,Common Park Psathyrella,Inedible,Psathyrellacandolleana5.JPG,http://www.mushroom.world/show?n=Psathyrella-candolleana,http://www.mushroom.world/data/fungi/Psathyrellacandolleana5.JPG
0,Psilocybe semilanceata,Liberty Cap,Inedible,Psilocybesemilanceata1.JPG,http://www.mushroom.world/show?n=Psilocybe-semilanceata,http://www.mushroom.world/data/fungi/Psilocybesemilanceata1.JPG
1,Psilocybe semilanceata,Liberty Cap,Inedible,Psilocybesemilanceata2.JPG,http://www.mushroom.world/show?n=Psilocybe-semilanceata,http://www.mushroom.world/data/fungi/Psilocybesemilanceata2.JPG
2,Psilocybe semilanceata,Liberty Cap,Inedible,Psilocybesemilanceata3.JPG,http://www.mushroom.world/show?n=Psilocybe-semilanceata,http://www.mushroom.world/data/fungi/Psilocybesemilanceata3.JPG
3,Psilocybe semilanceata,Liberty Cap,Inedible,Psilocybesemilanceata4.JPG,http://www.mushroom.world/show?n=Psilocybe-semilanceata,http://www.mushroom.world/data/fungi/Psilocybesemilanceata4.JPG
4,Psilocybe semilanceata,Liberty Cap,Inedible,Psilocybesemilanceata5.JPG,http://www.mushroom.world/show?n=Psilocybe-semilanceata,http://www.mushroom.world/data/fungi/Psilocybesemilanceata5.JPG
5,Psilocybe semilanceata,Liberty Cap,Inedible,Psilocybesemilanceata6.jpg,http://www.mushroom.world/show?n=Psilocybe-semilanceata,http://www.mushroom.world/data/fungi/Psilocybesemilanceata6.jpg
0,Rhizina undulata,Pine firefungus,Inedible,Rhizinaundulata1.JPG,http://www.mushroom.world/show?n=Rhizina-undulata,http://www.mushroom.world/data/fungi/Rhizinaundulata1.JPG
1,Rhizina undulata,Pine firefungus,Inedible,Rhizinaundulata2.JPG,http://www.mushroom.world/show?n=Rhizina-undulata,http://www.mushroom.world/data/fungi/Rhizinaundulata2.JPG
2,Rhizina undulata,Pine firefungus,Inedible,Rhizinaundulata3.JPG,http://www.mushroom.world/show?n=Rhizina-undulata,http://www.mushroom.world/data/fungi/Rhizinaundulata3.JPG
0,"Rickenella swartzii
        

",N/A,Inedible,Rickenellaswartzii1.JPG,http://www.mushroom.world/show?n=Rickenella-swartzii,http://www.mushroom.world/data/fungi/Rickenellaswartzii1.JPG
